Primary Attribute	Secondary Attribute	Skill Type	Skill Tier	Skill Name	Parent Skill	Definition
INT	WIS	spell	3	Verdant Bastion	Life	The caster slams their staff into the ground, and roots explode outward in a glowing spiral, forming a protective circle of living wood and flowers. Within this bastion, allies feel their wounds knit shut and curses unravel as the verdant energy pulses each step. Enemies who attempt to enter or remain inside find themselves tangled by living vines, their movements slowed and restricted by the earth’s embrace. The bastion becomes a fortress of vitality: a place where life surges, poison burns away, and foes are punished for encroaching on sacred ground. The contrast is striking—healing warmth to allies, and choking restraint to enemies. In the midst of battle, this spell turns open ground into a fortress of resilience and control.
INT	WIS	spell	3	Chain of Vitality	Life	Threads of green-silver light lance outward from the caster, linking multiple allies in a glowing web. Each thread pulses with shared energy, allowing damage to bleed across the web and vitality to flow in return. When one ally takes a blow, part of it is suspended, delayed in a shimmering ripple of time, only to be dispersed safely later among the group. Meanwhile, each heartbeat sends healing pulses through the chain, mending small cuts and bruises. The battlefield impact is immense: groups bound by this spell become harder to break, their strength pooled across the bond. Yet the link is perilous; if one falls, backlash ripples out, punishing the others. The sight of glowing life-threads weaving allies together is both beautiful and terrifying, reminding foes that the group stands—or falls—as one.
INT	WIS	spell	3	Vital Genesis	Life	When the caster kneels and thrusts hands into the earth, a surge of raw vitality bursts forth. Grasses, vines, and saplings erupt from barren ground, covering the battlefield in living green. Enemies caught in the growth find roots and branches snaring their limbs, pulling them to the earth with relentless force. At the same time, the plants exude rejuvenating energies, mending wounds of nearby allies and giving them renewed strength. The battlefield shifts completely: once-barren land becomes living terrain that shapes combat, offering cover, healing allies, and hindering foes. The smell of rain, soil, and blooming life overwhelms the senses, making it clear that nature has claimed dominion. Even after the magic fades, the plants remain as natural obstacles and proof of the caster’s will.
INT	WIS	spell	3	Eternal Bloom	Life	The caster strikes the ground with their will, and a colossal surge of life erupts outward. Flowers burst into bloom across barren stone, trees sprout where none stood before, and a shimmering emerald light radiates in all directions. Allies within the zone feel their wounds close, poisons unravel, and their spirits fortified with each pulse of vitality. Enemies caught inside find the very growth of nature turning against them—roots seize their ankles, their limbs are slowed, and the aura of life drains their strength. The battlefield itself transforms into a sanctuary and a prison: allies thrive while enemies are ensnared. Even when the magic fades, the greenery remains as a testament to the caster’s dominion.
INT	WIS	spell	3	Cycle of Rebirth	Life	The caster calls upon the primal rhythm of existence: life, death, and rebirth. A radiant sphere of golden-green light blossoms, filling the battlefield with the sound of heartbeats. Allies feel their wounds close and vitality return, while the bodies of the fallen stir—the spell suspends the finality of death itself. Those slain within the zone are temporarily restored to fighting form, bound by threads of borrowed life force, though the cost echoes through time. Enemies caught in the sphere feel their vitality siphoned away, their essence drawn into the cycle to empower the living. The spectacle is awe-inspiring: warriors rising from death’s edge, foes faltering as their strength is stolen, and the air heavy with the thrum of fate itself. Yet when the cycle ends, the balance demands payment—those revived must stabilize or perish once more.
INT	WIS	spell	3	Genesis Dominion	Life	The caster unleashes the ultimate expression of life’s dominion, a miracle that transcends battle and reshapes reality itself. With a thunderous pulse, the battlefield blossoms into a living biome: towering trees erupt from stone, rivers of green light course through the ground, and the air fills with the scent of bloom and rebirth. Within this sanctum, allies feel their wounds knit closed instantly, their spirits bolstered, and even the dead rise once more, pulled back into the cycle. Enemies, however, feel their vitality stolen, their limbs bound by vines, and their senses drowned beneath the overwhelming weight of life’s surge. Time itself bends within the zone—death is delayed, wounds resist permanence, and the very concept of decay is suspended. When the dominion ends, the terrain remains forever altered: a lush forest born in the span of heartbeats, an eternal reminder of the caster’s mastery.
INT	WIS	sphere	2	Negation	Spellcraft	Negation is the sphere of undoing—canceling spells, disrupting enchantments, and halting magical effects mid-cast. It doesn’t create; it silences. Practitioners become guardians against the uncontrolled.
INT	WIS	spell	3	Arcane Snuff	Negation	A sharp gesture scatters sparks of unweaving energy, snuffing out a minor magical effect. The unraveling looks like ink dissolving in water, eating away at the glow of enchantment until it vanishes. This works best on small cantrips, wards, or simple utility spells.
INT	WIS	spell	3	Detect Enchantment	Negation	A shimmering ripple passes over an object as the caster studies it. Enchantments reveal themselves as faint runes or colored veils hovering over the surface. The caster gains a sense of whether the magic is beneficial, harmful, or neutral.
INT	WIS	spell	3	Unravel Spark	Negation	The caster traces a quick sigil in the air and snaps their fingers, unraveling a single minor magical effect from a creature or object within reach. The effect gutters out in a shimmer of gray dust.
INT	WIS	spell	3	Dampen Aura	Negation	With a slow exhale, the caster mutes the magical resonance of a creature or object. For a brief moment, its aura flickers and weakens, making detection more difficult and suppressing minor benefits of enchantments. A faint gray haze clings to the target during the effect.
INT	WIS	spell	3	Spell Shatter	Negation	The caster projects a jagged pulse of black-white static at a foe, attempting to rip active magic apart. The energy arcs like cracking glass, snapping through ongoing protections or buffs. If the casting pushes against an unfamiliar weave, the strain can bite back.
INT	WIS	spell	3	Unweave Glyph	Negation	The caster kneels and presses a hand over a rune or ward, pulling loose the threads of its power without triggering it. Lines fade like smoke in a draft as sigils collapse into inert marks. The work takes a focused moment, ideal for traps and seals.
INT	WIS	spell	3	Arcane Lockdown	Negation	The caster slams their hand into the air, and a shimmering lattice of black-silver sigils cages the battlefield. Within this dome, all ongoing magical effects strain as if under pressure; wards sputter, summoned creatures flicker, and enchantments lose their grip. The effect is localized, forcing spellcasters to contend with a hostile zone of unraveling magic.
INT	WIS	spell	3	Mirror of Reversal	Negation	With a cutting gesture, the caster conjures a polished obsidian mirror of crackling light. The next spell cast against them or an ally is caught, refracted, and hurled back at its originator. The mirror flashes once before shattering, its shards dissolving into motes of light.
INT	WIS	spell	3	Seal of Silence	Negation	The caster inscribes a glowing seal mid-air; once complete, it detonates in a hush that devours all sound and snuffs magical chants. Casters inside the radius find their words vanish, gestures falter, and spellwork collapses into stillness. The silence is oppressive, broken only when the seal fades.
INT	WIS	spell	3	Annihilation Field	Negation	With a thunderous gesture, the caster tears open a roiling sphere of black static and jagged white arcs. Within its boundaries, all spells unravel—wards collapse, enchantments dissolve, conjured creatures falter, and protective barriers shred. The zone devours both ally and enemy magic, leaving raw silence where no spell can persist. The air hums like shattered glass vibrating in place, reality itself groaning under the negation.
INT	WIS	spell	3	Reflective Maelstrom	Negation	The caster spreads both arms, spinning an immense whirl of mirrored shards and black light around themselves. For a short time, hostile spells that strike the maelstrom are caught, refracted, and flung outward in chaotic arcs. Some rebound on their originators, others scatter to random foes, tearing apart order itself. The storm roars with a thousand voices of half-cast spells, until it finally shatters in a cascade of broken energy.
INT	WIS	spell	3	Oblivion Veil	Negation	The caster raises both arms and reality itself shudders. Black fractures crack open in the air, bleeding silence that swallows sound, color, and light. Within this vast shroud, all magic is unmade: wards collapse like sandcastles, enchantments are shredded to threads, conjured beings vanish screaming into void, and even ongoing spells of Grand Master tier falter beneath the unraveling weight. The Veil is not mere dispelling—it is *denial of the arcane’s existence*. The shroud spreads outward in a rolling wave of static silence, extinguishing magic wherever it passes. Both allies and enemies are stripped of their arcane power, left bare to steel and will alone. The air tastes of ash and stillness. When the Veil ends, the world does not immediately recover—magic takes minutes, even hours, to return to balance in the area. The spell is legendary, feared, and whispered of as a weapon that can unmake entire battlefields, kingdoms, or worlds if sustained.
INT	WIS	sphere	2	Soul	Spellcraft	Soul magic interacts with the inner essence of living beings. It can strengthen willpower, reveal karmic echoes, or reach into the deepest layers of identity. This is a sacred magic—personal, powerful, and deeply felt.
INT	WIS	spell	3	Soul’s Whisper	Soul	The caster places a hand upon a creature or object and opens their inner senses. At its most basic, faint echoes of the soul can be felt—warmth, presence, and vitality—hinting at the unseen patterns that bind life to spirit.
INT	WIS	spell	3	Ancestral Aegis	Soul	A faint halo of motes gathers at the caster’s brow, like dust caught in lamplight, then sinks into the skin with a comforting warmth. A whisper of remembered voices—ancestors, mentors, guardians—threads through the caster’s thoughts and steadies the breath. The world’s clamor softens; edges of panic round off; doubts lose their bite. On the battlefield this presents as poise under pressure: hands stop shaking, the heart stops racing, and grim determination replaces fear. The effect does not force bravery; it clarifies the will so it can choose. Subtle ripples in the soul make it harder for wandering spirits to probe or tag the caster with a quick reading. Tactically, it’s best triggered just before a charge, when enemy fright tricks or possession attempts are expected. It synergizes well with teams that rely on resolve under fire, buying a brief window to act cleanly. Old wardens taught it as a first defense: know yourself, then the enemy. The glow is barely visible unless one looks from the corner of an eye—and then it’s gone.
INT	WIS	spell	3	Lifethread Gift	Soul	A silver thread of light unwinds from the caster’s chest to their palm, pulsing with each heartbeat. On touch the filament leaps into the ally like a spark to tinder, and warmth floods bruised flesh and flagging spirit. The caster feels a brief tug—as if missing a step on a stair—then steadies as the transfer finishes. Wounds do not knit theatrically; they simply stop worsening, and color returns to the cheeks. In the scrum this is a swift triage, shoring up a friend who must not fall before the next exchange. Veterans learn to slide a hand along a forearm in passing, gifting strength without breaking stride. The rite is taboo for theft: it cannot rip life from the unwilling, only give freely. It is most efficient when the team rotates guard over the healer, letting quick touches keep the line intact. Soul schools teach it on day one with a simple rule—“Spend what you can stand.” The thread fades like breath on glass the moment the gift is given.
INT	WIS	spell	3	Echo of Emotion	Soul	A pale shimmer flits across the caster’s eyes as their perception slips beyond the physical. Every heartbeat in the area becomes a drum, every surge of feeling a ripple against the skin. The caster perceives not thoughts, but emotional signatures—fear tightening like a fist, anger sparking like static, calm flowing like water. On the battlefield this allows instant reading of morale, revealing who is faltering, who is about to lash out, or where hidden malice waits. Outside of combat it can be used to gauge truthfulness or the general atmosphere of a crowd. The effect is not invasive—it is more like hearing the tone of a voice without knowing the words. Mystics describe it as “colors of the heart” bleeding briefly into sight. The air smells faintly of incense when cast, though no smoke burns.
INT	WIS	spell	3	Soul Bind	Soul	Threads of pale silver light snake from the caster’s hand and lash around the target like ribbons caught in wind. The strands sink beneath the skin with a chill, anchoring the soul to its vessel and denying easy escape. The victim feels a sudden weight, as though an unseen hand is pressing them into place. Their movements drag, will feels tethered, and a sense of exposure creeps in as though the caster’s gaze reaches deeper than flesh. On the battlefield this halts quick retreats, prevents teleportation, or simply slows a foe long enough for allies to strike. The effect is not cruel by design—it was originally taught to prevent wayward spirits from fleeing before rites could be completed. To onlookers, the target appears wrapped in faint glowing threads that fade after a moment.
INT	WIS	spell	3	Warden’s Lantern	Soul	The caster raises a hand and conjures a ghostly lantern, its flame a cold white glow that reveals far more than light should. Shadows recoil unnaturally; hidden spirits are dragged into pale outline; invisible bindings are traced like spiderwebs in frost. Within the glow, allies feel safer, as if a quiet guardian watches over them. The lantern hovers just above the caster’s shoulder, moving as they move, and hums faintly with the sound of distant bells. On the battlefield it denies concealment tricks, unmasking cloaked foes or spirit-born threats. In social or investigative play it unmasks disguises of the soul, though not mundane masks. The glow fades after the round, leaving only a faint chill.
INT	WIS	spell	3	Astral Chains	Soul	Spectral chains burst from the caster’s hands, lashing out with an echoing rattle that vibrates in the bones. The chains are not physical—they bind the essence of a foe. When struck, the target feels the weight of entire lifetimes pressing down, dragging them into stillness. Ethereal shackles clamp around limbs and soul alike, glowing faintly with runic script. Onlookers see the victim slow as if time itself is reluctant to carry them forward. The battlefield shifts: one dangerous opponent is suddenly anchored, slowed, and exposed. The spell was first woven by temple guardians to hold possessed vessels until exorcisms could be attempted. Caster feels tugged at the wrists as if the chains are bidirectional, straining spirit against spirit.
INT	WIS	spell	3	Guardian Spirit	Soul	The caster calls upon a spectral guardian, a tall shimmering figure that hovers protectively at their side. The guardian’s form is indistinct—some see a knight, others a robed ancestor, others a beast-totem—but its presence radiates unyielding defense. With a sweep of its arm or wing, it deflects incoming strikes; its mere aura dissuades hostile spirits from approaching. The guardian lasts only moments, but in that span it can turn aside a fatal blow or drive back dark entities. When it fades, its last glance carries silent encouragement, like a parent sending their child into the storm. In combat, allies cluster close, trusting the phantom bulwark. The caster, however, feels the weight: summoning a guardian demands opening one’s soul as anchor, leaving them subtly drained once it departs.
INT	WIS	spell	3	Astral Step	Soul	The caster’s body flickers like a candle in wind, then splits into two forms—one remaining faintly visible, the other stepping through unseen corridors of soul-space. For an instant the caster feels stretched, like two notes of the same chord vibrating at once. Then, in a blink, they reappear yards away, leaving behind a fading after-image that bursts in a ripple of ghostly static. Onlookers gasp as the caster crosses impossible distance, circumventing barriers or repositioning behind foes. Though swift, it is not effortless: each step through the astral tears at the edges of one’s being, leaving a ghost-ache in marrow and mind. In lore, this spell is the first initiation into true astral travel, teaching soul mages how to slip sideways into realms between moments.
INT	WIS	spell	3	Astral Maelstrom	Soul	The caster exhales sharply, and the air warps into a spiraling vortex of pale light and shadow. Ethereal tendrils lash outward, seizing spirits and flesh alike, pulling them toward the churning center. Within the maelstrom, voices scream in forgotten tongues; fraG.O.Dents of broken dreams swirl like debris. The zone distorts movement and balance, dragging enemies together while slowing their actions. Allies feel a similar tug but are cushioned by faint wards if within the caster’s favor. Onlookers see the battlefield bend unnaturally, like a whirlpool in water made of ghostlight. This spell is dangerous even to its wielder—losing grip could pull their own soul into the tide.
INT	WIS	spell	3	Pale Legion	Soul	The caster closes their eyes and breathes out a plume of frost‑white essence. From the mist rise spectral warriors, translucent figures armed with ethereal weapons, their forms flickering like memories of battles long past. They march in silence, forming a phalanx around the caster and their allies. Each strike of the legion chills the spirit of enemies, sapping resolve and body alike. The summoned host is not fully real—they are echoes—but their presence overwhelms foes with fear and pressure, forcing openings for the living to exploit. Allies gain strength and courage from the guardians, fighting harder under the gaze of the ancestral host. When the spell ends, the legion fades into drifting motes, saluting before dissolving into nothing.
INT	WIS	spell	3	Eclipse of Eternity	Soul	The caster’s eyes blacken as their soul flares outward, blotting the battlefield in a twilight dome of stillness. All sound warps into muffled echoes, colors fade to gray, and every creature feels their heartbeat thunder in their ears. Within the eclipse, souls are bared: phantoms of past deeds flicker around bodies, ancestral voices whisper in a dozen tongues, and mortality presses down like a weight. Enemy spirits find their anchors fraying; allies feel spectral hands at their shoulders, steadying them. The caster stands at the center, arms outstretched, threads of light and shadow stretching from their body into every creature in sight. The dome does not simply restrain or reveal—it judges, binding foes in place, bolstering allies, and threatening to pull the very essence of the unworthy into the void. Even when it ends, the battlefield feels hushed, as though the world itself pauses to recover from what it just witnessed.
INT	WIS	sphere	2	Summoning	Spellcraft	Summoning calls creatures, spirits, or constructs across space, time, or realms. Whether temporary allies or long-term bindings, it brings the beyond into the present. Summoners must balance force with control.
INT	WIS	spell	3	Find Familiar	Summoning	A ritual of whispered names and a chalk‑marked circle calls forth a minor spirit in the guise of an animal companion. The familiar manifests with flickering eyes and a faint otherworldly hum, obeying simple commands and sharing quiet impressions with its summoner. It can deliver touch‑range spells and scout cautiously, but it is fragile and unwilling to engage in lethal violence unless the G.O.D. rules otherwise. Concentration keeps the bond taut; breaking it releases the spirit in a harmless puff of motes.
INT	WIS	spell	3	Call Trinket	Summoning	The caster slips their hand through a fold in space and retrieves a small object they already own—belt, pouch, or pack—into their palm. The item arrives with a faint shimmer and settles as if it had always been there. Ideal for clutch moments when rummaging would cost too much time.
INT	WIS	spell	3	Spirit Lantern	Summoning	The caster calls a gentle wisp from a neighboring plane, a palm‑sized mote that hovers at shoulder height and radiates steady light. It thrums softly, circling the caster and bobbing at points of interest with timid curiosity. While harmless, its presence is comforting and useful in darkness, provided the caster maintains focus.
INT	WIS	spell	3	Summon Pack Beast	Summoning	With a guttural call and a trace of planar energy, the caster summons a loyal but simple beast—a wolf, hound, or other medium animal—to fight or carry loads. The beast bursts into being with a shimmer of dust and growls at the caster’s foes. It obeys basic commands, vanishing when the spell ends. This spell shows how Target + Summon + Duration combine for battlefield utility.
INT	WIS	spell	3	Phalanx of Echoes	Summoning	The caster stomps the ground and ghostly soldiers march forth, semi-transparent echoes of ancient warriors. They form a loose wall, blocking passage and striking with spectral weapons. Though weak individually, together they harry enemies and shield allies. This demonstrates AoE + Summon + Shape synergy.
INT	WIS	spell	3	Retrieve from Beyond	Summoning	The caster reaches through a thin veil and draws an unattended object from afar. A book from a library shelf, a dropped weapon, or even a set of keys can be yanked into the caster’s hands. The air ripples as the object slides across space into the summoner’s grasp. This spell showcases Target + Summon + Spatial flavor.
INT	WIS	spell	3	Summon Warband	Summoning	With a thunderous chant and the rending of unseen veils, a half-dozen spectral warriors march forth in disciplined formation. Each wields a shimmering weapon and shields allies in their ranks. Their arrival echoes with the clash of unseen battlefields. The warband provides a temporary fighting force, able to harry enemies and defend positions. This spell demonstrates how multi-target + Summon + Duration + modifiers showcase scaling armies.
INT	WIS	spell	3	Obsidian Guardian	Summoning	By driving a shard of onyx into the earth, the caster summons forth a towering construct of stone and shadow. The guardian rises, broad-shouldered and immovable, its eyes glowing with runes of protection. This demonstrates Target + Summon Major + Control synergy.
INT	WIS	spell	3	Circle of Binding	Summoning	A glyph of glowing runes forms in a wide circle, dragging forth a struggling outsider. The creature claws and roars as glowing chains lash it to the circle’s edge. This demonstrates AoE container + Summon Major + Control + Shape.
INT	WIS	spell	3	Concord of Ten Thousand	Summoning	Runes lattice the air as rifts crack open. A disciplined cohort marches in—summoned individually—while a concurrent battle‑aura rolls over the field. Allies feel the rhythm and move in unison; enemies stumble and are shoved back by shield‑pressure as the air itself thickens. This build explicitly separates the “army creation” (Target + Multi‑Target + Summon) from the “formation field” (AoE + Buff + Debuff + Spatial + nested Control), so readers can see the modular assembly.
INT	WIS	spell	3	Seal of the Eclipsed Gate	Summoning	A bi‑CHAomatic ring unfurls and a gate to twin planes yawns wide. Two opposed outsiders are pulled through to clash while a time‑drag bubble locks the battleground. Gravity sways, courage surges in allies, and foes feel their will slow. This layout shows outer Temporal/Spatial anchoring a Spatial zone, with separate Target containers for two major summons, plus a dedicated Control container that immobilizes both.
INT	WIS	spell	3	Eternal Concord of Realms	Summoning	When this spell is cast, the battlefield itself becomes a convergence of planes. A monumental sigil ring burns into the ground, rising as a three-dimensional cube of glyph-lattices. Within the shimmering walls, armies stride forth: titanic guardians from one plane, spectral attendants from another, and shifting terrain drawn from both. Gravity flexes, the ground reshapes into ridged fortifications, and pact-threads lash every summoned to the caster’s command. Enemies who step into the cube are slowed and staggered by time-drag while allies feel a surge of courage and speed. At the caster’s word, the sigil flares again, banishing a chosen cadre of enemies in chains of light. The construct endures for the duration, undeniable proof that summoning is the art of weaving containers, not just opening doors.
INT	WIS	sphere	2	Time & Space	Spellcraft	Time & Space magic manipulates flow, position, and perception. It may accelerate or delay actions, fold distances, or create pockets of stillness. This is a delicate sphere—one misstep can echo far beyond the present.
INT	WIS	spell	3	Momentary Step	Time & Space	The caster flickers through space in the blink of an eye, stepping up to 15 feet to a visible space. Air ripples where they stood and snaps where they arrive, a faint echo lagging half a heartbeat behind. Perfect for slipping a grab, dodging into cover, or threading through tight terrain without provoking pursuit.
INT	WIS	spell	3	Temporal Glimpse	Time & Space	The caster catches a flicker of the immediate future, as though a page from time briefly turned ahead. This allows them to adjust their reaction at the last moment, granting an edge against danger. The glimpse lasts only a heartbeat, fading before it can cause paradox.
INT	WIS	spell	3	Slow Tether	Time & Space	With a subtle gesture, the caster tugs at the flow of time around a single target. The victim’s movements feel heavy, their steps dragging as though they wade through water. Though brief, the effect can tip the scales in fast-paced combat.
INT	WIS	spell	3	Blink Step	Time & Space	The caster vanishes in a flicker of warped light and reappears at a chosen spot within 60 ft. Air snaps with displaced sound, and afterimages linger for a heartbeat. Useful for bypassing obstacles, dodging strikes, or slipping through gaps mid-battle.
INT	WIS	spell	3	Stasis Snare	Time & Space	With a twisting gesture, the caster slows a foe’s time-flow, binding them as if trapped in syrupy air. Their limbs drag, thoughts stumble, and reaction falters. The snare fades after a round, but in that window, allies can strike freely.
INT	WIS	spell	3	Spatial Anchor	Time & Space	The caster tears open a faint ripple in space and chains their foe to it. The target feels an invisible weight, like gravity fixed them in place. They cannot easily flee or be moved, pinned by unseen bonds of distance itself.
INT	WIS	spell	3	Worldstride	Time & Space	The caster collapses their presence into a singular point, reemerging anywhere in the world within the same heartbeat. The transition is silent but marked by a faint smell of ozone and a shimmer like heat waves. Though instantaneous, the journey passes through dangerous void-currents—failed attempts can scatter pieces of the caster across the fabric of reality. This is the iconic “true teleport,” granting unmatched strategic freedom.
INT	WIS	spell	3	CHAono-Burst	Time & Space	With a thunderous pulse, the caster creates a temporal bubble that distorts the speed of all caught within. Allies feel their actions accelerate, blades and spells blurring; enemies slow, staggering as though time is syrup. Within this zone, battles resolve in seconds that stretch like hours.
INT	WIS	spell	3	Spatial Rend	Time & Space	The caster tears a jagged wound in space, creating a rift of crushing pressure. The distortion drags foes inward, bending light and air around it like a collapsing star. Those trapped near its edge feel bones stretch and weapons twist, while the center threatens annihilation.
INT	WIS	spell	3	Gate	Time & Space	The caster rends reality into a stable shimmering archway, connecting two distant points. Through it, armies can march, caravans can pass, and entire cities can exchange goods in moments. The gate is not without peril: void echoes leak around its edge, and improper anchoring risks flinging travelers into the abyss between places. While open, the portal is a glaring beacon of power that distorts air, gravity, and magic around it.
INT	WIS	spell	3	CHAono-Stasis Field	Time & Space	The caster freezes an entire battlefield in a shimmering dome of suspended time. Arrows halt in midair, flames pause as statues of fire, and creatures stand trapped in half-motion. Inside, only the caster (and optionally chosen allies) can still act, moving between frozen foes like phantoms through a painting. When the field collapses, all delayed events complete in an instant.
INT	WIS	spell	3	Infinite Labyrinth	Time & Space	With a sweeping gesture, the caster folds reality into an endless maze of doors, corridors, and mirrored halls. Space twists into recursive geometry: enemies turn corners and find themselves back where they started, allies are scattered into parallel passages, and entire armies can vanish into the shifting construct. Distances stretch infinitely; even a single step may take hours, while a mile collapses into an arm’s reach. The labyrinth persists as a living paradox until it unravels, often leaving geography scarred and minds fractured. Villages may find themselves displaced miles away, fortresses may be turned inside-out, and those who wandered within may emerge days older or younger, or not at all.
INT	WIS	sphere	2	Transmutation	Spellcraft	Transmutation alters the inherent nature of things. Lead becomes gold, water becomes gas, weakness becomes strength. This is the magic of change—refined, radical, or reversible.
INT	WIS	spell	3	Mend Stone	Transmutation	The caster runs their hand across cracked stone, and the fraG.O.Dents fuse back together with a faint earthen glow. Chips and fractures vanish, leaving the surface restored to functional strength. This spell is often used for quick battlefield repairs or sealing breaches in walls.
INT	WIS	spell	3	Purify Water	Transmutation	By dipping a hand into murky water, the caster draws out impurities which condense into a faint cloud before dissolving. The liquid clears instantly, becoming safe to drink. A classic spell for survivalists and travelers alike.
INT	WIS	spell	3	Resize Trinket	Transmutation	A small trinket glows with shifting light as the caster wills it larger or smaller. The object changes size temporarily, useful for concealment, smuggling, or convenience.
INT	WIS	spell	3	Shape Metal	Transmutation	The caster traces heatless sigils and the worked metal ripples like wax before settling into a new, serviceable form. Bars bend, plates seal, and crude hinges appear in moments. The effect is fast field‑craft, not master smithing; edges dull, tolerances are rough, and intricate mechanisms won’t survive. Sparks dance across the surface as stresses redistribute, then fade when the form locks.
INT	WIS	spell	3	Enlarge Object	Transmutation	With a firm command, a mundane object swells to twice its size and weight. Shields become bulwarks, ladders bridge gaps, and tools gain brute leverage at the cost of finesse. The transformation glows briefly, then stabilizes for a short time before snapping back to normal.
INT	WIS	spell	3	Stone to Mud	Transmutation	Stone darkens, slumps, and collapses into heavy mud under the caster’s touch. Walls sag, flagstones bog, and solid cover turns to a sucking mire in an instant. The created mud is mundane and remains unless otherwise altered by the scene.
INT	WIS	spell	3	Forgeheart Wall	Transmutation	The caster slams their hands into the ground, forcing stone to surge up and harden into gleaming alloy. The wall hums with metallic resonance, shielding allies and reshaping the battlefield. Sparks and heat flare as mundane rock becomes a transmuted barrier, persisting until destroyed or dissipated.
INT	WIS	spell	3	Chimeric Fusion	Transmutation	By binding two objects together, the caster fuses their essences into a hybrid form. A sword merges with a shield to become a cleaving guard; stone melds with wood into rigid planks. The union lasts only briefly, after which both items warp or splinter under the strain.
INT	WIS	spell	3	Mass Resize	Transmutation	With a sweeping gesture, the caster alters scale itself. Weapons grow absurdly large or comically small, ladders stretch into bridges, and crates shrink into handheld bundles. The battlefield bends as proportions rebel against natural law.
INT	WIS	spell	3	Worldshaper’s Maw	Transmutation	With a violent roar, the caster rends the battlefield itself. Stone liquefies, soil folds inward, and a jagged pit yawns open. Weapons and armor caught within warp and twist, their integrity failing. The area becomes an unstable zone where earth and matter ripple as if alive, threatening to drag all into the collapse.
INT	WIS	spell	3	Eternal Alloy	Transmutation	The caster draws disparate elements together into a single indestructible form. Stone, wood, iron, and crystal fuse into an everlasting alloy that defies time. Weapons forged in the zone gain mythical hardness; walls reforged cannot be broken by mortal strength. The spell showcases true mastery of matter’s essence, creating material outside normal physics.
INT	WIS	spell	3	Genesis Transmutation	Transmutation	At the pinnacle of alchemy, the caster becomes architect of reality itself. The battlefield trembles as stone flows like rivers, metals fuse into new alloys, and forests bloom or petrify in moments. Entire districts can be reshaped—mountains flattened into plains, deserts turned into fertile valleys, rivers redirected in their courses. The spell is not creation ex nihilo, but absolute reconstitution: what exists is rewritten into a new form. The effort shakes both the caster and the land, for such transformations echo beyond the moment of casting.
INT	WIS	sphere	2	Transformation	Spellcraft	Transformation reshapes form without altering substance. Flesh turns to fur, limbs become wings, size expands or contracts. It’s the sphere of self-reinvention and adaptive physicality.
INT	WIS	spell	3	Quickshift: Webbed Grip	Transformation	Grants subtle webbing between fingers for temporary swim/climb aid. Appears as faint aquatic lineage and fades quickly.
INT	WIS	spell	3	Skin of Scales (Lesser)	Transformation	Faint scales ripple over skin, granting momentary resilience. Subtle sheen, effective vs. cuts for one combat step.
INT	WIS	spell	3	Nocturne Pupils	Transformation	Eyes shift to slitted nocturnal form, enhancing low-light sight but impairing bright vision.
INT	WIS	spell	3	Gills of the Shorefolk	Transformation	Throat splits lightly along the sides with faint frills that filter water. A bubbling inhale in the river becomes oxygen-rich breath. The skin darkens to damp hues while in use. Perfect for short-term underwater scouting or ambush setups.
INT	WIS	spell	3	Chameleon Veil	Transformation	Skin ripples with shifting piG.O.Dent, echoing the colors of walls, brush, or stone. To the eye the caster melts into their surroundings, though motion may still betray them. The body feels slick, like standing in a shadow that clings.
INT	WIS	spell	3	Beast’s Limb	Transformation	One of the caster’s arms bulges and shifts, bones elongating, nails sharpening into claws. Strength surges through the altered limb, muscles coiling with animal force. The arm feels alien but powerful.
INT	WIS	spell	3	Wings of the Raptor	Transformation	From the caster’s back burst broad pinions of sinew and feather. Each beat stirs air with heavy gusts, carrying them skyward with instinctive precision. To onlookers, the transformation is awe-striking, a sudden declaration of predatory dominion. In combat it allows flight above walls and foes, changing the battlefield into three dimensions.
INT	WIS	spell	3	Packform Shift	Transformation	Several allies sprout lean muscle and sharp canines, their frames twitching with bestial energy. Their eyes glow with the same primal hue, their unity undeniable. The battlefield feels suddenly crowded with predators hunting as one.
INT	WIS	spell	3	Fleshbind Curse	Transformation	With a guttural word, the foe’s limbs twist inward, their body reshaping against their will. Muscles knot, joints lock, and for a moment they are trapped in a body that betrays them. The effect is grotesque but short-lived, leaving lingering ache when it ends.
INT	WIS	spell	3	Avatar of Chimera	Transformation	Caster’s body tears and reforms, merging aspects of lion, serpent, and eagle into a terrifying hybrid. A mane bristles, scales plate across skin, and taloned wings unfurl with brutal majesty. Every movement is accompanied by a chorus of alien growls and shrieks. On the battlefield, this is both empowerment and intimidation: claws rend, wings buffet, tail lashes, and enemies falter before the monstrosity.
INT	WIS	spell	3	Plagueform Wave	Transformation	From the caster’s outstretched palm bursts a ripple of mutagenic force, spreading like distorted heatwaves. Flesh in the wave contorts: enemies twist into weakened, brittle forms, while allies briefly harden and grow resilient. To observers, the effect is horrific — a tide of simultaneous empowerment and decay across the battlefield. It leaves an aftertaste of dread even after the shapes fade.
